1	7.74910039574276122e-02
0	8.21872817118123045e-02
1	5.86885970141645674e-01
1	1.23507781579738740e+00
1	1.53347235817577632e+00
0	1.88206690717201530e+00
0	2.12423043896631913e+00
0	2.45606868620693319e+00
1	3.17002396825270738e+00
1	3.22829336265989753e+00
1	3.69993308862872405e+00
0	3.80797901141567241e+00
0	4.02807958396877019e+00
0	4.56879515236651645e+00
0	5.01539674677344749e+00
1	5.08505416738296034e+00
0	5.35943580847577916e+00
0	5.40583961010567382e+00
1	5.59860402801270762e+00
1	5.99782944919838812e+00
1	6.48738691073397611e+00
0	6.69394173595233166e+00
1	6.70013763630611248e+00
0	7.05237094007186105e+00
0	7.07073730824569058e+00
1	7.60494030221263362e+00
1	7.71468827168672266e+00
1	7.75770562411621523e+00
0	8.20154054036818536e+00
1	9.08462876492155047e+00
1	9.09073064605163950e+00
1	9.44418594094103980e+00
1	9.93519246229041642e+00
1	9.98818774041385105e+00
0	1.03071670025183977e+01
0	1.05967789402351560e+01
1	1.08418429268734471e+01
0	1.12062150478839406e+01
1	1.12875038139760484e+01
0	1.17063246335484585e+01
1	1.23818165300435883e+01
0	1.24348067674751181e+01
0	1.26270628269303202e+01
0	1.36887371260080020e+01
0	1.39508122377001929e+01
1	1.40853491155478761e+01
1	1.41691040287876167e+01
0	1.49804869752482634e+01
1	1.51702731101953052e+01
0	1.51734030273797522e+01
0	1.54300290691649948e+01
1	1.58496153525802068e+01
1	1.61272323728398916e+01
0	1.63164604734814631e+01
1	1.64399094564561707e+01
0	1.64929669454209495e+01
0	1.70586795121262114e+01
0	1.71702225040196232e+01
1	1.74824741082377848e+01
1	1.75609561417591991e+01
1	1.76586237377499202e+01
0	1.77613771377459386e+01
1	1.82221612880412991e+01
0	1.83629629007597437e+01
1	1.84489882182670080e+01
1	1.87275139462919888e+01
1	1.88348377080032208e+01
1	1.94028462536581330e+01
1	2.03251544870483691e+01
1	2.08522559846168960e+01
0	2.09874573837725542e+01
1	2.10541891802496863e+01
0	2.19446664958173407e+01
1	2.21305050472982572e+01
0	2.24588117854804494e+01
0	2.25255875895883015e+01
1	2.29402192675928660e+01
0	2.29561232756774132e+01
1	2.32658358414698050e+01
0	2.32910551864696203e+01
0	2.35718014565208200e+01
0	2.41488645465163998e+01
1	2.45179255868981301e+01
1	2.45721850729108127e+01
0	2.50550584813944290e+01
1	2.51003080458818246e+01
1	2.56460262476258229e+01
0	2.64833544291517029e+01
0	2.71489791039260844e+01
1	2.73093819513545171e+01
1	2.73727536936079687e+01
0	2.75250261974884545e+01
1	2.77791911922656141e+01
1	2.78273769249557574e+01
1	2.79092658839716314e+01
0	2.81740724301449497e+01
1	2.82099854193974444e+01
1	2.83549930140235702e+01
0	2.94761454258718061e+01
1	2.96621234339344042e+01
0	2.96638867856564019e+01
0	2.97480103721468794e+01
0	3.00282247557299584e+01
1	3.00431863556564309e+01
1	3.07443645276359696e+01
1	3.10088567268388502e+01
1	3.13900417323500882e+01
1	3.14541723056295019e+01
1	3.14702001396072468e+01
1	3.15852021259852158e+01
0	3.27797713223710048e+01
0	3.29378706938380432e+01
1	3.34861344557170568e+01
1	3.35579440143503334e+01
1	3.39574555171066521e+01
1	3.40052296905681857e+01
0	3.48244722888320979e+01
1	3.51193474053092203e+01
0	3.52630749715832650e+01
0	3.54191976725769706e+01
0	3.54359917399326889e+01
1	3.57798459329621608e+01
0	3.62849841636927124e+01
0	3.66659155949761058e+01
1	3.68056197421118796e+01
1	3.68134585332742219e+01
0	3.68462707141864314e+01
0	3.73088376761870038e+01
0	3.80206536920173832e+01
1	3.80736896673285798e+01
1	3.81510670864301886e+01
1	3.82033054543031483e+01
0	3.85382062230978519e+01
0	3.93252598923880399e+01
0	3.93787401653785025e+01
1	3.97673165844573973e+01
1	3.99099960866616783e+01
