0	8.21872817118123045e-02
0	1.88206690717201530e+00
0	2.12423043896631913e+00
0	2.45606868620693319e+00
0	3.80797901141567241e+00
0	4.02807958396877019e+00
0	4.56879515236651645e+00
0	5.01539674677344749e+00
0	5.35943580847577916e+00
0	5.40583961010567382e+00
0	6.69394173595233166e+00
0	7.05237094007186105e+00
0	7.07073730824569058e+00
0	8.20154054036818536e+00
0	1.03071670025183977e+01
0	1.05967789402351560e+01
0	1.12062150478839406e+01
0	1.17063246335484585e+01
0	1.24348067674751181e+01
0	1.26270628269303202e+01
0	1.36887371260080020e+01
0	1.39508122377001929e+01
0	1.49804869752482634e+01
0	1.51734030273797522e+01
0	1.54300290691649948e+01
0	1.63164604734814631e+01
0	1.64929669454209495e+01
0	1.70586795121262114e+01
0	1.71702225040196232e+01
0	1.77613771377459386e+01
0	1.83629629007597437e+01
0	2.09874573837725542e+01
0	2.19446664958173407e+01
0	2.24588117854804494e+01
0	2.25255875895883015e+01
0	2.29561232756774132e+01
0	2.32910551864696203e+01
0	2.35718014565208200e+01
0	2.41488645465163998e+01
0	2.50550584813944290e+01
0	2.64833544291517029e+01
0	2.71489791039260844e+01
0	2.75250261974884545e+01
0	2.81740724301449497e+01
0	2.94761454258718061e+01
0	2.96638867856564019e+01
0	2.97480103721468794e+01
0	3.00282247557299584e+01
0	3.27797713223710048e+01
0	3.29378706938380432e+01
0	3.48244722888320979e+01
0	3.52630749715832650e+01
0	3.54191976725769706e+01
0	3.54359917399326889e+01
0	3.62849841636927124e+01
0	3.66659155949761058e+01
0	3.68462707141864314e+01
0	3.73088376761870038e+01
0	3.80206536920173832e+01
0	3.85382062230978519e+01
0	3.93252598923880399e+01
0	3.93787401653785025e+01
